classe_num,avgNote_w34,ndevoir_w34,log_34,logMonday_w34,logSunday_w34,logWed_w34,logThursday_w34,DiffDaysWeek,log_resource,log_core,logviewed_w34,logviewedCore_w34,logviewedResource_w34,logViewedTargetCourse_w34,logViewedTargetCourseModule_w34,progress_dvr,progress_log,totalDevoir,bourse,redoublant
0,9.4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
0,8.6,5,56,0,0,56,0,0,8,48,56,48,8,48,8,1,0,5,0,0
1,17.75,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,14,4,912,144,368,224,0,0,424,488,912,488,424,488,424,0,0,4,0,0
1,12.25,4,424,40,384,0,0,0,272,152,424,152,272,152,272,0,0,5,0,0
1,17,3,176,0,0,0,56,0,56,120,176,120,56,120,56,0,0,6,0,0
1,18.75,4,1256,32,232,512,304,0,408,848,1256,848,408,840,408,0,0,5,0,0
1,15.3333,3,1312,288,0,136,496,0,448,864,1312,864,448,864,448,0,0,3,1,0
1,16.25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,14.6667,3,232,56,0,0,40,0,64,168,232,168,64,168,64,1,0,6,0,0
1,14.75,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,16.5,4,1096,208,0,144,160,0,352,744,1096,744,352,744,352,0,0,5,0,0
0,8,1,32,0,0,0,0,0,8,24,32,24,8,24,8,0,0,2,0,0
-1,6.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
0,10.2,5,200,96,0,0,0,0,88,112,200,112,88,112,88,0,0,6,0,0
1,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
1,12.6,5,64,40,0,0,24,0,8,56,64,56,8,56,8,0,0,5,1,0
1,12.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,15.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,16.2,5,8,0,0,8,0,0,0,8,8,8,0,8,0,0,0,6,0,0
1,13.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0
1,19,1,72,0,0,54,9,0,27,45,72,45,27,45,27,0,0,1,1,0
0,10.6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,15.6667,3,32,0,0,32,0,0,8,24,32,24,8,24,8,0,0,3,0,0
1,17.75,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,18.25,4,944,104,80,136,448,0,408,536,944,536,408,536,408,0,0,4,0,0
1,16.5,4,88,48,0,40,0,0,24,64,88,64,24,64,24,0,0,4,1,0
-1,7.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
0,8.66667,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
0,10,3,536,72,0,56,0,0,296,240,536,240,296,240,296,0,0,5,0,0
0,12.8,5,248,128,0,32,0,0,128,120,248,120,128,120,128,0,0,6,0,0
1,14.3333,3,376,168,48,48,56,0,112,264,376,264,112,264,112,0,0,3,1,0
1,17.2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,14.4,5,72,72,0,0,0,0,24,48,72,48,24,48,24,1,0,6,0,0
1,16,6,3320,768,88,768,720,0,656,2520,3304,2520,656,1840,736,0,0,6,0,0
1,15,5,160,80,48,0,32,0,16,144,160,144,16,144,16,0,0,5,0,0
1,15.75,4,288,48,0,88,88,0,128,160,288,160,128,160,128,0,0,6,0,0
1,16.8,5,40,0,0,40,0,0,16,24,40,24,16,24,16,0,0,5,0,0
1,18.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0
-1,6.66667,3,88,32,0,0,0,0,32,56,88,56,32,56,32,0,0,3,0,0
0,13.6667,3,160,0,0,0,80,0,56,104,160,104,56,104,56,0,0,4,0,0
1,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
-1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,14.4,5,296,16,0,80,48,0,112,184,296,184,112,184,112,0,0,5,0,0
1,15.1667,6,216,56,0,104,56,0,64,152,216,152,64,152,64,1,0,6,1,0
0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
1,17,1,128,0,0,96,0,0,56,72,128,72,56,72,56,0,0,1,0,0
1,16.5,4,744,0,256,80,176,0,216,528,744,528,216,528,216,0,0,5,0,0
1,15.25,4,312,56,0,0,80,1,128,184,312,184,128,184,128,0,1,4,0,0
1,13,1,40,0,0,0,0,0,16,24,40,24,16,24,16,0,0,2,1,0
1,16,4,128,128,0,0,0,1,56,72,128,72,56,72,56,0,1,6,0,0
1,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
1,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
0,10.2,5,80,0,8,0,0,0,32,48,80,48,32,48,32,0,0,5,1,0
1,17.25,4,544,0,64,0,112,0,240,304,544,304,240,304,240,0,0,6,0,0
1,15.75,4,576,48,128,96,88,0,120,456,576,456,120,456,120,0,0,4,0,0
1,15,3,360,0,304,56,0,0,248,112,360,112,248,112,248,0,0,3,0,0
1,13.25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
0,11.4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,15.3333,3,1232,128,64,120,224,0,400,832,1232,832,400,832,400,0,0,4,1,0
1,17.3333,3,64,0,8,0,32,0,8,56,64,56,8,56,8,0,0,3,0,0
1,15.5,2,45,0,0,0,45,0,18,27,45,27,18,27,18,0,0,2,0,0
1,17.6667,3,1640,310,70,340,280,0,640,1000,1640,1000,640,1000,640,0,0,4,0,0
1,15.5,4,88,0,0,0,0,0,24,64,88,64,24,64,24,0,0,6,1,0
1,14.2,5,56,0,24,8,0,0,0,56,56,56,0,56,0,0,0,6,0,0
-1,7.4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,15.3333,3,232,0,8,8,0,0,16,128,224,128,16,128,96,0,0,6,0,0
1,18.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
1,14.2,5,272,0,152,24,0,0,88,184,272,184,88,184,88,0,0,5,0,0
1,17.5,4,256,48,40,32,0,1,88,168,256,168,88,168,88,0,1,4,0,0
0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
1,18.6,5,408,120,56,80,0,0,88,320,408,320,88,320,88,1,0,5,0,0
1,15.25,4,16,0,0,16,0,0,0,16,16,16,0,16,0,0,0,4,1,0
1,15.25,4,776,176,40,64,136,1,248,528,776,528,248,528,248,0,1,5,0,0
1,14.5,6,216,0,0,0,0,0,120,96,216,96,120,96,120,1,0,6,0,0
1,17.5,4,200,0,0,80,80,0,64,136,200,136,64,136,64,1,0,6,1,0
1,12.3333,3,2616,440,664,296,480,0,776,1840,2616,1840,776,1840,776,0,0,3,0,0
1,14.25,4,280,48,80,72,16,0,88,192,280,192,88,192,88,0,0,6,0,1
1,13,5,504,120,0,0,192,0,152,352,504,352,152,352,152,0,0,6,0,0
0,9.5,4,840,96,88,88,152,0,368,472,840,472,368,472,368,0,0,4,0,0
-1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
1,16.75,4,208,40,0,0,72,0,72,136,208,136,72,136,72,0,0,4,0,0
1,14,2,200,80,0,48,0,0,40,160,200,160,40,160,40,0,0,2,1,0
-1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
1,16.25,4,104,48,0,48,0,0,48,56,104,56,48,56,48,0,0,4,0,0
1,16.3333,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
0,8.33333,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1,16,2,312,64,32,96,64,0,64,248,312,248,64,248,64,0,0,3,0,0
1,15.5,2,208,192,16,0,0,0,48,160,208,160,48,160,48,0,0,3,0,0
1,13.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1,15.5,4,496,96,0,56,0,0,248,248,496,248,248,248,248,0,0,5,0,0
1,13.3333,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1,14.5,4,40,0,0,40,0,0,16,24,40,24,16,24,16,0,0,4,0,0
1,12.5,4,2176,96,280,504,400,1,960,1216,2176,1216,960,1216,960,0,1,6,0,0
1,16.75,4,72,0,0,0,0,0,32,40,72,40,32,40,32,0,0,4,0,0
0,9.4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1
1,14.75,4,96,0,0,0,96,0,8,88,96,88,8,88,8,0,0,4,1,0
1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,10.5,2,344,0,0,288,0,0,128,216,344,216,128,216,128,0,0,2,0,0
-1,7.75,4,48,0,0,8,40,0,8,40,48,40,8,40,8,0,0,4,1,0
1,16.25,4,136,48,0,0,48,0,32,104,136,104,32,104,32,0,0,4,0,0
1,15.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
0,11.75,4,24,24,0,0,0,0,0,24,24,24,0,24,0,1,0,4,1,0
0,11.25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
-1,2.4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
0,9.2,5,48,0,0,0,0,0,16,32,48,32,16,32,16,0,0,6,1,0
-1,7.33333,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,10.75,4,664,128,0,536,0,0,288,376,664,376,288,376,288,1,0,4,0,0
1,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0
1,16.5,4,72,72,0,0,0,0,32,40,72,40,32,40,32,0,0,4,1,0
1,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1,16,6,976,48,0,224,88,0,320,656,976,656,320,656,320,0,0,6,0,0
-1,6.2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,16.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
-1,6.4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
-1,8.4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
0,10.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1
-1,6,3,40,32,0,0,0,0,8,32,40,32,8,32,8,0,0,6,1,1
1,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
0,8.16667,6,304,0,32,64,0,0,104,200,304,200,104,200,104,0,0,6,1,0
0,12,5,1352,136,80,184,256,1,432,920,1352,920,432,920,432,0,1,6,1,0
1,16.5,4,968,464,8,48,80,0,168,528,936,528,168,528,336,0,0,4,0,0
1,18,3,624,112,0,0,88,0,288,336,624,336,288,336,288,0,0,6,0,0
1,18.75,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,17,4,216,8,0,0,112,0,56,160,216,160,56,160,56,0,0,4,0,0
1,0,0,24,0,0,0,0,0,8,16,24,16,8,16,8,0,0,2,1,0
1,15,3,200,0,152,0,0,0,88,112,200,112,88,112,88,0,0,5,0,0
0,11,6,336,200,0,0,64,0,88,248,336,248,88,248,88,0,0,6,0,0
1,16,1,40,8,16,0,0,0,0,40,40,40,0,40,0,0,0,1,1,0
1,16,6,200,56,0,0,0,0,56,144,200,144,56,144,56,0,0,6,0,0
1,19.5,4,24,8,0,16,0,0,0,24,24,24,0,24,0,0,0,6,0,0
1,15.2,5,170,70,100,0,0,0,50,120,170,120,50,120,50,0,0,6,0,0
1,13.75,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0
1,13.25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
0,11.25,4,720,0,0,0,424,1,128,592,720,592,128,592,128,1,1,4,0,0
0,11.4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,19,2,160,0,0,48,40,0,72,88,160,88,72,88,72,0,0,4,0,0
1,15.2,5,96,0,0,0,0,0,48,48,96,48,48,48,48,0,0,5,0,0
1,17.25,4,128,32,0,0,0,0,24,104,128,104,24,104,24,0,0,4,0,0
0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,18,3,864,200,32,264,168,0,232,632,864,632,232,632,232,0,0,3,0,0
-1,5.6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
-1,7.4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
1,16.6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
1,12.8,5,376,72,0,200,0,0,136,240,376,240,136,240,136,0,0,5,1,1
1,16,2,48,0,0,0,48,0,8,40,48,40,8,40,8,0,0,2,1,0
1,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,15.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
-1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1,16,5,16,0,0,8,0,0,0,16,16,16,0,16,0,1,0,5,0,0
-1,3.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0
1,12.8,5,328,8,0,0,32,0,136,192,328,192,136,192,136,0,0,6,0,0
0,9.4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
1,17,1,104,0,0,0,0,0,64,40,104,40,64,40,64,0,0,1,0,0
1,16.75,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,12.75,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,16,4,248,32,56,40,88,0,72,176,248,176,72,176,72,0,0,4,0,0
0,10.3333,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,12.6667,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,13.2,5,480,48,72,104,96,0,232,248,480,248,232,248,232,0,0,6,0,0
1,18.25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
0,11.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
0,8.4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,17.25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,18.8333,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1
1,16.6667,3,696,80,200,0,88,1,256,440,696,440,256,440,256,0,1,3,0,0
1,13.6,5,8,8,0,0,0,0,0,8,8,8,0,8,0,0,0,5,0,0
1,17.3333,6,464,0,72,0,0,0,232,232,464,232,232,232,232,0,0,6,0,0
-1,2.25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,14.6,5,64,64,0,0,0,0,0,64,64,64,0,64,0,0,0,5,0,1
1,15.25,4,408,0,224,0,184,0,136,272,408,272,136,272,136,1,0,4,1,0
1,15.2,5,152,0,0,0,0,0,24,128,152,128,24,104,24,0,0,6,0,0
1,16,5,664,80,0,168,88,0,256,408,664,408,256,384,256,0,0,5,0,0
0,11,5,528,0,8,48,136,1,160,368,528,368,160,368,160,0,1,6,1,0
0,10.8,5,80,0,0,0,32,0,24,56,80,56,24,56,24,0,0,6,0,0
0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
-1,2.2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
1,14.6667,3,96,32,0,0,0,1,32,64,96,64,32,64,32,0,1,5,0,0
0,10.2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
-1,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,15.25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
-1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
-1,5.5,4,32,32,0,0,0,0,8,24,32,24,8,24,8,0,0,5,1,0
1,12.6667,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
1,17.6,5,180,180,0,0,0,0,81,99,180,99,81,99,81,0,0,5,0,0
0,9.2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
1,15.3333,6,800,112,80,40,224,0,280,520,800,520,280,520,280,0,0,6,0,0
0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,13.6667,3,216,48,0,96,32,0,56,160,216,160,56,160,56,1,0,6,0,1
1,16.6,5,672,96,8,48,104,0,176,496,672,496,176,496,176,0,0,6,0,0
1,14.75,4,144,0,0,0,0,0,56,88,144,88,56,88,56,0,0,4,0,0
0,10.4,5,96,8,32,0,56,0,32,64,96,64,32,64,32,1,0,5,0,0
1,13,2,24,0,0,24,0,0,8,16,24,16,8,16,8,0,0,3,0,1
1,14,4,72,0,0,0,0,0,8,64,72,64,8,64,8,0,0,4,0,0
1,17.3333,6,32,32,0,0,0,0,8,24,32,24,8,24,8,0,0,6,0,0
0,8.16667,6,1392,528,112,136,152,1,368,1024,1392,1024,368,1024,368,0,1,6,1,0
1,13.3333,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
1,16.3333,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,16.6,5,72,0,0,0,0,0,16,56,72,56,16,56,16,1,0,5,0,0
1,17.5,2,368,0,0,32,232,0,136,232,368,232,136,232,136,0,0,2,0,1
1,16.2,5,200,32,0,0,0,0,32,168,200,168,32,168,32,0,0,5,1,0
1,12.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1,18.5,6,200,0,0,120,80,0,72,128,200,128,72,128,72,0,0,6,0,0
0,11,2,600,96,0,128,72,1,120,480,600,480,120,480,120,0,1,2,0,1
0,11.3333,6,512,64,0,232,64,0,272,240,512,240,272,240,272,0,0,6,1,1
1,14.8,5,10,0,0,0,10,0,0,10,10,10,0,10,0,0,0,6,1,0
1,13,1,264,136,8,24,24,0,64,200,264,200,64,200,64,0,0,1,1,0
0,8.75,4,8,8,0,0,0,0,0,8,8,8,0,8,0,0,0,4,0,0
1,19,5,240,72,80,40,48,0,72,168,240,168,72,168,72,0,0,6,0,0
1,12.8,5,184,0,0,40,0,0,80,104,184,104,80,104,80,0,0,5,0,0
-1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
0,8.33333,3,128,0,0,0,128,0,72,56,128,56,72,56,72,0,0,3,0,0
1,14.25,4,512,0,0,0,56,0,144,368,512,368,144,368,144,0,0,4,0,0
1,17.25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
0,10.75,4,184,64,120,0,0,0,40,144,184,144,40,144,40,0,0,4,1,0
1,17.1667,6,688,192,40,128,168,0,152,536,688,536,152,536,152,0,0,6,0,0
0,11.8,5,120,40,0,80,0,0,56,64,120,64,56,64,56,0,0,5,0,1
1,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
1,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,18.5,6,3051,594,513,342,603,0,378,1836,3015,1836,378,1080,945,0,0,6,0,0
1,15.3333,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1,19.5,2,80,0,0,0,32,0,16,64,80,64,16,64,16,0,0,2,0,0
1,15.4,5,240,56,80,56,0,0,88,152,240,152,88,152,88,0,0,6,0,0
1,15.75,4,270,135,9,0,18,0,72,189,270,189,72,189,81,0,0,4,0,0
1,13.8333,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1
1,16,3,184,0,0,0,184,0,56,128,184,128,56,128,56,0,0,3,1,0
1,16.5,4,36,0,0,27,9,0,0,36,36,36,0,36,0,0,0,4,1,0
1,18.3333,3,608,56,224,72,40,0,296,312,608,312,296,312,296,0,0,3,0,1
-1,4.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
1,13.6667,3,888,16,80,136,184,0,280,608,888,608,280,608,280,0,0,3,1,0
0,8.33333,6,2768,8,216,0,1104,0,1000,1768,2768,1768,1000,1768,1000,0,0,6,0,0
1,14,4,976,264,56,40,328,0,288,688,976,688,288,688,288,0,0,4,0,0
-1,5.33333,3,32,24,8,0,0,0,0,32,32,32,0,32,0,0,0,3,0,1
0,9.4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1
1,15.4,5,1584,432,280,296,112,0,584,1000,1584,1000,584,1000,584,1,0,5,0,0
0,10.4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1
0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1,18,4,96,64,24,0,0,0,40,56,96,56,40,56,40,0,0,5,0,0
1,15.8333,6,632,32,8,96,208,0,168,464,632,464,168,464,168,0,0,6,0,0
-1,7.5,2,440,216,0,0,144,0,72,368,440,368,72,368,72,0,0,2,0,0
-1,2.5,4,128,32,8,0,8,0,32,96,128,96,32,96,32,0,0,4,1,1
1,16.5,2,16,16,0,0,0,0,0,16,16,16,0,16,0,0,0,2,1,0
1,13,5,256,192,0,0,32,1,64,192,256,192,64,192,64,0,1,6,0,0
0,10,3,152,0,64,0,32,0,40,112,152,112,40,112,40,0,0,3,0,0
1,18.8,5,736,128,8,0,240,1,312,424,736,424,312,424,312,0,1,6,0,1
0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,17,5,40,40,0,0,0,0,16,24,40,24,16,24,16,0,0,5,0,0
1,12.6667,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
1,17.25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,16.4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,12.5,4,549,153,0,90,45,0,198,351,549,351,198,342,198,1,0,4,1,0
0,10.25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1
-1,5.75,4,918,102,0,493,255,1,170,748,918,748,170,748,170,1,1,4,1,0
1,15.4,5,80,0,0,80,0,0,0,80,80,80,0,80,0,0,0,6,0,0
1,17.2,5,768,168,0,216,208,0,136,632,768,632,136,632,136,0,0,5,0,0
1,18,5,1216,128,408,176,200,0,328,888,1216,888,328,888,328,0,0,6,0,0
1,16.6,5,88,0,0,0,24,0,48,40,88,40,48,40,48,0,0,6,1,1
1,15.1667,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1
1,15,2,24,0,0,0,0,0,8,16,24,16,8,16,8,0,0,2,0,0
1,14.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,13.6667,3,128,72,0,0,56,0,48,80,128,80,48,80,48,0,0,3,0,0
-1,1.66667,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
1,16.5,4,408,32,0,264,80,0,136,272,408,272,136,272,136,0,0,4,1,0
0,13.25,4,240,56,0,0,0,0,104,136,240,136,104,136,104,0,0,6,1,0
1,12.4,5,376,320,0,56,0,0,152,224,376,224,152,224,152,0,0,5,0,1
0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,16.75,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,17.6667,3,208,0,0,0,0,0,56,152,208,152,56,152,56,0,0,3,0,0
1,15.8,5,8,0,0,0,0,0,0,8,8,8,0,8,0,0,0,5,0,0
1,18,4,760,72,104,72,40,0,240,520,760,520,240,520,240,0,0,4,0,0
1,16.2,5,3208,408,304,408,536,1,920,2288,3208,2288,920,2248,920,0,1,5,0,0
1,12.25,4,96,0,0,0,96,0,24,72,96,72,24,72,24,0,0,5,1,1
-1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
1,14.3333,6,200,0,0,0,56,0,32,168,200,168,32,168,32,0,0,6,1,0
1,13.4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1
-1,7,5,784,0,104,144,160,0,248,536,784,536,248,536,248,0,0,5,1,0
1,14.3333,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1
1,14.4,5,320,64,32,192,0,0,112,208,320,208,112,208,112,0,0,5,1,1
1,14,2,88,0,0,8,8,0,8,80,88,80,8,80,8,0,0,2,1,0
0,10.75,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
0,12.75,4,1096,352,0,48,104,0,376,720,1096,720,376,720,376,1,0,5,1,0
1,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
1,13,1,720,232,0,88,104,0,288,432,720,432,288,432,288,0,0,5,1,0
0,7.25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
0,9.75,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
0,10.6667,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
1,13.4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,17.1667,6,306,0,0,0,0,0,54,252,306,252,54,252,54,1,0,6,0,0
1,13.3333,3,432,112,0,48,80,0,232,200,432,200,232,200,232,0,0,3,1,1
1,16.5,2,944,256,0,288,96,0,184,760,944,760,184,760,184,0,0,2,0,0
1,17,5,702,162,225,18,9,0,252,450,702,450,252,405,252,0,0,6,0,0
0,11.5,6,648,408,0,32,72,0,168,480,648,480,168,480,168,0,0,6,0,0
0,11.1667,6,112,0,0,0,0,0,24,88,112,88,24,88,24,0,0,6,0,0
1,12.1667,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,17.8,5,1024,72,0,368,168,0,384,640,1024,640,384,640,384,0,0,5,0,1
-1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,18.5,2,320,0,0,0,88,0,128,192,320,192,128,192,128,0,0,2,1,1
-1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,12.75,4,64,0,0,0,0,0,16,48,64,48,16,48,16,0,0,4,1,1
1,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
1,12.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1,17.1667,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,11.4,5,63,0,0,0,63,0,9,54,63,54,9,54,9,0,0,6,0,0
