classe_num,avgNote_w2,ndevoir_w2,log_w2,logsMonday_w2,logSunday_w2,logWed_w2,logThursday_w2,DiffDaysWeek,log_resource,log_core,logviewed_w2,logviewedCore_w2,logviewedResource_w2,logViewedTargetCourse_w2,logViewedTargetCourseModule_w2,progress_dvr,progress_log,totalDevoir,bourse,redoublant
1,0,0,189,27,0,45,0,1,27,162,189,162,27,162,27,0,1,6,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1,0,0,432,0,0,0,405,0,279,153,432,153,279,153,279,0,0,6,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,14,1,117,45,0,18,18,1,36,81,117,81,36,81,36,1,1,4,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,8,1,414,36,9,108,0,1,135,279,414,279,135,279,135,1,1,6,0,0
1,18,1,90,36,0,0,0,1,18,72,90,72,18,72,18,1,1,4,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
1,0,0,231,44,0,66,44,1,55,176,231,176,55,176,55,0,1,6,0,0
1,0,0,36,36,0,0,0,0,9,27,36,27,9,27,9,0,0,4,0,0
1,0,0,81,81,0,0,0,1,27,54,81,54,27,54,27,0,1,3,0,0
1,0,0,324,225,0,0,0,0,180,144,324,144,180,144,180,0,0,6,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,0,0,36,0,0,0,0,1,9,27,36,27,9,27,9,0,1,6,0,1
1,16,1,9,0,0,0,9,0,0,9,9,9,0,9,0,1,0,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
1,0,0,520,400,0,0,40,1,180,340,520,340,180,340,180,0,1,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,0,0,66,0,0,0,0,1,22,44,66,44,22,33,22,0,1,4,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1,0,0,441,27,0,9,18,0,135,297,441,297,135,207,135,0,0,6,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
0,0,0,468,0,405,0,0,1,315,153,468,153,315,153,315,0,1,5,0,0
1,0,0,162,0,0,0,36,1,36,126,162,126,36,126,36,0,1,5,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,0,0,333,198,0,54,0,1,90,243,333,243,90,243,90,0,1,6,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,0,0,9,9,0,0,0,1,0,9,9,9,0,9,0,0,1,3,0,1
1,0,0,63,0,0,0,0,0,27,36,63,36,27,36,27,0,0,6,1,0
1,0,0,130,70,10,0,0,1,30,100,130,100,30,100,30,0,1,4,0,0
